question,option,is_correct,source
"Practitioners of what thought all matter was composed of different proportions of four basic elements, and that if you changed the proportions of these elements, you could change the substance itself?",chemistry,False,llama_distractor1
"Practitioners of what thought all matter was composed of different proportions of four basic elements, and that if you changed the proportions of these elements, you could change the substance itself?",physics,False,llama_distractor2
"Practitioners of what thought all matter was composed of different proportions of four basic elements, and that if you changed the proportions of these elements, you could change the substance itself?",biology,False,llama_distractor3
What are atoms of the same element that differ in their numbers of neutrons called?,isotopes,True,correct_answer
What are atoms of the same element that differ in their numbers of neutrons called?,cells,False,llama_distractor1
What are atoms of the same element that differ in their numbers of neutrons called?,molecules,False,llama_distractor2
What are atoms of the same element that differ in their numbers of neutrons called?,tissues,False,llama_distractor3
What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,solvent,True,correct_answer
What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,solid,False,llama_distractor1
What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,gas,False,llama_distractor2
What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,water,False,llama_distractor3
What do humans and bats have physically in common?,body hair,True,correct_answer
What do humans and bats have physically in common?,wings,False,llama_distractor1
What do humans and bats have physically in common?,fur,False,llama_distractor2
What do humans and bats have physically in common?,four legs,False,llama_distractor3
"Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?",refractive index,True,correct_answer
"Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?",material,False,llama_distractor1
"Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?",angles,False,llama_distractor2
"Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?",light pipes,False,llama_distractor3
What is a vector quantity with the same direction as the force called?,impulse,True,correct_answer
What is a vector quantity with the same direction as the force called?,force,False,llama_distractor1
What is a vector quantity with the same direction as the force called?,momentum,False,llama_distractor2
What is a vector quantity with the same direction as the force called?,energy,False,llama_distractor3
"Club mosses, horsetails, ferns, and whisk ferns are examples of what type of plants?",seedless vascular plants,True,correct_answer
"Club mosses, horsetails, ferns, and whisk ferns are examples of what type of plants?",seed plants,False,llama_distractor1
"Club mosses, horsetails, ferns, and whisk ferns are examples of what type of plants?",flowering plants,False,llama_distractor2
"Club mosses, horsetails, ferns, and whisk ferns are examples of what type of plants?",gymnosperms,False,llama_distractor3
What do seeds have that spores do not?,a supply of stored food,True,correct_answer
What do seeds have that spores do not?,air pockets,False,llama_distractor1
What do seeds have that spores do not?,water,False,llama_distractor2
What do seeds have that spores do not?,proteins,False,llama_distractor3
A vector is an organism that carries what disease-causing microorganisms from one person or animal to another?,pathogen,True,correct_answer
A vector is an organism that carries what disease-causing microorganisms from one person or animal to another?,person,False,llama_distractor1
A vector is an organism that carries what disease-causing microorganisms from one person or animal to another?,animal,False,llama_distractor2
A vector is an organism that carries what disease-causing microorganisms from one person or animal to another?,bug,False,llama_distractor3
What once most common bird in north america became extinct in the 1800s?,the passenger piegon,True,correct_answer
What once most common bird in north america became extinct in the 1800s?,speaking,False,llama_distractor1
What once most common bird in north america became extinct in the 1800s?,eagle the passenger pigeon was once the most common bird in north america but went extinct in the 1800s as a result of human actions such as overhunting,False,llama_distractor2
What once most common bird in north america became extinct in the 1800s?,habitat destruction,False,llama_distractor3
What is the process called where nitrogen is repeatedly recycled through the biosphere?,nitrogen cycle,True,correct_answer
What is the process called where nitrogen is repeatedly recycled through the biosphere?,carbohydrate cycle,False,llama_distractor1
What is the process called where nitrogen is repeatedly recycled through the biosphere?,oxygen cycle,False,llama_distractor2
What is the process called where nitrogen is repeatedly recycled through the biosphere?,protein cycle,False,llama_distractor3
What does pepsin help break down into amino acids?,proteins,True,correct_answer
What does pepsin help break down into amino acids?,carbohydrates,False,llama_distractor1
What does pepsin help break down into amino acids?,fats,False,llama_distractor2
What does pepsin help break down into amino acids?,vitamins,False,llama_distractor3
What are the most successful phylum of plants?,angiosperms,True,correct_answer
What are the most successful phylum of plants?,fronds,False,llama_distractor1
What are the most successful phylum of plants?,rhizomes,False,llama_distractor2
What are the most successful phylum of plants?,gymnosperms,False,llama_distractor3
The muscular layer is much thicker in which ventricle of the heart?,left,True,correct_answer
The muscular layer is much thicker in which ventricle of the heart?,right,False,llama_distractor1
The muscular layer is much thicker in which ventricle of the heart?,the coronary sinus,False,llama_distractor2
The muscular layer is much thicker in which ventricle of the heart?,the pulmonary trunk,False,llama_distractor3
"In many places, small hills rise above the ocean floor. these hills are undersea volcanoes, called what?",seamounts,True,correct_answer
"In many places, small hills rise above the ocean floor. these hills are undersea volcanoes, called what?",mountains,False,llama_distractor1
"In many places, small hills rise above the ocean floor. these hills are undersea volcanoes, called what?",plateaus,False,llama_distractor2
"In many places, small hills rise above the ocean floor. these hills are undersea volcanoes, called what?",islands,False,llama_distractor3
"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",colony,True,correct_answer
"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",individual,False,llama_distractor1
"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",group,False,llama_distractor2
"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",society,False,llama_distractor3
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",wave function,True,correct_answer
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",wave function,False,llama_distractor1
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",energy,False,llama_distractor2
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",allowed values,False,llama_distractor3
"What is the term for the ability of an atom to emit, or give off, charged particles and energy from its nucleus?",radioactivity,True,correct_answer
"What is the term for the ability of an atom to emit, or give off, charged particles and energy from its nucleus?",radiation,False,llama_distractor1
"What is the term for the ability of an atom to emit, or give off, charged particles and energy from its nucleus?",stabililty,False,llama_distractor2
"What is the term for the ability of an atom to emit, or give off, charged particles and energy from its nucleus?",emission,False,llama_distractor3
What type of fluid cushions the fetus and helps protect it from injury?,amniotic,True,correct_answer
What type of fluid cushions the fetus and helps protect it from injury?,mantle,False,llama_distractor1
What type of fluid cushions the fetus and helps protect it from injury?,blood,False,llama_distractor2
What type of fluid cushions the fetus and helps protect it from injury?,umbrella,False,llama_distractor3
How can you prevent diseases such as whooping cough and flu?,preventive vaccinations,True,correct_answer
How can you prevent diseases such as whooping cough and flu?,antibiotics,False,llama_distractor1
How can you prevent diseases such as whooping cough and flu?,exercise,False,llama_distractor2
How can you prevent diseases such as whooping cough and flu?,sanitizing surfaces,False,llama_distractor3
Why do snakes have venomous bites?,to kill prey,True,correct_answer
Why do snakes have venomous bites?,occupy a territory,False,llama_distractor1
Why do snakes have venomous bites?,protect themselves from predators,False,llama_distractor2
Why do snakes have venomous bites?,store food for later consumption,False,llama_distractor3
Chelicerae in spiders are often modified into fangs that perform what function?,inject venom,True,correct_answer
Chelicerae in spiders are often modified into fangs that perform what function?,physically restrain prey,False,llama_distractor1
Chelicerae in spiders are often modified into fangs that perform what function?,digest prey externally,False,llama_distractor2
Chelicerae in spiders are often modified into fangs that perform what function?,transmit diseases,False,llama_distractor3
What results from uncontrolled cell division?,cancers,True,correct_answer
What results from uncontrolled cell division?,abnormal growth,False,llama_distractor1
What results from uncontrolled cell division?,erroneous organelle replication,False,llama_distractor2
What results from uncontrolled cell division?,defective dna replication,False,llama_distractor3
Where do angiosperms form seeds?,ovaries,True,correct_answer
Where do angiosperms form seeds?,leaves,False,llama_distractor1
Where do angiosperms form seeds?,branches,False,llama_distractor2
Where do angiosperms form seeds?,roots,False,llama_distractor3
"All of the populations that live in the same area make up what type of group, which includes populations of different organisms?",community,True,correct_answer
"All of the populations that live in the same area make up what type of group, which includes populations of different organisms?",ourselves,False,llama_distractor1
"All of the populations that live in the same area make up what type of group, which includes populations of different organisms?",species,False,llama_distractor2
"All of the populations that live in the same area make up what type of group, which includes populations of different organisms?",ecosystem,False,llama_distractor3
The medium moves back and forth in the same direction as the wave in what type of wave?,longitudinal wave,True,correct_answer
The medium moves back and forth in the same direction as the wave in what type of wave?,transverse wave,False,llama_distractor1
The medium moves back and forth in the same direction as the wave in what type of wave?,circular wave,False,llama_distractor2
The medium moves back and forth in the same direction as the wave in what type of wave?,standing wave,False,llama_distractor3
A ramp is a type of simple machine called what?,inclined plane,True,correct_answer
A ramp is a type of simple machine called what?,wheel,False,llama_distractor1
A ramp is a type of simple machine called what?,pulley,False,llama_distractor2
A ramp is a type of simple machine called what?,screw,False,llama_distractor3
"Under the right conditions, what energy source can be used to eject electrons from a solid material?",light,True,correct_answer
"Under the right conditions, what energy source can be used to eject electrons from a solid material?",heat,False,llama_distractor1
"Under the right conditions, what energy source can be used to eject electrons from a solid material?",electrical current,False,llama_distractor2
"Under the right conditions, what energy source can be used to eject electrons from a solid material?",chemical reactions,False,llama_distractor3
The type of bond that forms between molecules is called what?,hydrogen bond,True,correct_answer
The type of bond that forms between molecules is called what?,leo bond,False,llama_distractor1
The type of bond that forms between molecules is called what?,oxygen bond,False,llama_distractor2
The type of bond that forms between molecules is called what?,van der waals bond,False,llama_distractor3
"Radiation, chemicals, and infectious agents are examples of what?",mutagens,True,correct_answer
"Radiation, chemicals, and infectious agents are examples of what?",jeans,False,llama_distractor1
"Radiation, chemicals, and infectious agents are examples of what?",catsup,False,llama_distractor2
"Radiation, chemicals, and infectious agents are examples of what?",unicorns,False,llama_distractor3
What is the name for a tool commonly used by molecular biologists to place genetic material into cells?,a viral vector,True,correct_answer
What is the name for a tool commonly used by molecular biologists to place genetic material into cells?,a bacteriophage,False,llama_distractor1
What is the name for a tool commonly used by molecular biologists to place genetic material into cells?,gene gun,False,llama_distractor2
What is the name for a tool commonly used by molecular biologists to place genetic material into cells?,a plasmid,False,llama_distractor3
What is the study of how forces affect the motion of objects?,dynamics,True,correct_answer
What is the study of how forces affect the motion of objects?,kinematics,False,llama_distractor1
What is the study of how forces affect the motion of objects?,statics,False,llama_distractor2
What is the study of how forces affect the motion of objects?,thermodynamics,False,llama_distractor3
Compounds containing which element are the basis of all known life?,carbon,True,correct_answer
Compounds containing which element are the basis of all known life?,hydrogen,False,llama_distractor1
Compounds containing which element are the basis of all known life?,oxygen,False,llama_distractor2
Compounds containing which element are the basis of all known life?,nitrogen,False,llama_distractor3
What type of rocks form when an existing rock is changed by heat or pressure?,metamorphic,True,correct_answer
What type of rocks form when an existing rock is changed by heat or pressure?,igneous,False,llama_distractor1
What type of rocks form when an existing rock is changed by heat or pressure?,sedimentary,False,llama_distractor2
What type of rocks form when an existing rock is changed by heat or pressure?,volcanic,False,llama_distractor3
What does jupiter reflect a lot of due to its size?,sunlight,True,correct_answer
What does jupiter reflect a lot of due to its size?,water,False,llama_distractor1
What does jupiter reflect a lot of due to its size?,gravity,False,llama_distractor2
What does jupiter reflect a lot of due to its size?,heat,False,llama_distractor3
Which chemist developed a process to remove carbon and dust particles in smoke?,frederick cottrell,True,correct_answer
Which chemist developed a process to remove carbon and dust particles in smoke?,albert einstein,False,llama_distractor1
Which chemist developed a process to remove carbon and dust particles in smoke?,marie curie,False,llama_distractor2
Which chemist developed a process to remove carbon and dust particles in smoke?,leonardo da vinci,False,llama_distractor3
What are gases called that absorb heat in the atmosphere?,greenhouse gases,True,correct_answer
What are gases called that absorb heat in the atmosphere?,ice,False,llama_distractor1
What are gases called that absorb heat in the atmosphere?,sulfur dioxide,False,llama_distractor2
What are gases called that absorb heat in the atmosphere?,ozone,False,llama_distractor3
What are the specialized cells that sponges have?,collar cells,True,correct_answer
What are the specialized cells that sponges have?,choanocytes,False,llama_distractor1
What are the specialized cells that sponges have?,stereocytes,False,llama_distractor2
What are the specialized cells that sponges have?,epithelial cells,False,llama_distractor3
What shape are the muscles that control the anus?,circular,True,correct_answer
What shape are the muscles that control the anus?,rectangular,False,llama_distractor1
What shape are the muscles that control the anus?,triangular,False,llama_distractor2
What shape are the muscles that control the anus?,oval,False,llama_distractor3
What are the small molecules or proteins produced by bacteria that regulate gene expression?,autoinducers,True,correct_answer
What are the small molecules or proteins produced by bacteria that regulate gene expression?,hormones,False,llama_distractor1
What are the small molecules or proteins produced by bacteria that regulate gene expression?,enzymes,False,llama_distractor2
What are the small molecules or proteins produced by bacteria that regulate gene expression?,antibodies,False,llama_distractor3
Channel proteins form what in the membrane?,pores,True,correct_answer
Channel proteins form what in the membrane?,steps,False,llama_distractor1
Channel proteins form what in the membrane?,pathways,False,llama_distractor2
Channel proteins form what in the membrane?,barriers,False,llama_distractor3
The sun gives off energy in tiny packets called what?,photons,True,correct_answer
The sun gives off energy in tiny packets called what?,ions,False,llama_distractor1
The sun gives off energy in tiny packets called what?,electrons,False,llama_distractor2
The sun gives off energy in tiny packets called what?,protons,False,llama_distractor3
What is a rock that contains important minerals called?,ore,True,correct_answer
What is a rock that contains important minerals called?,gemstone,False,llama_distractor1
What is a rock that contains important minerals called?,mineral deposit,False,llama_distractor2
What is a rock that contains important minerals called?,rock sample,False,llama_distractor3
A high metabolic rate and hair are ways mammals generate and conserve what?,heat,True,correct_answer
A high metabolic rate and hair are ways mammals generate and conserve what?,food,False,llama_distractor1
A high metabolic rate and hair are ways mammals generate and conserve what?,energy,False,llama_distractor2
A high metabolic rate and hair are ways mammals generate and conserve what?,temperature,False,llama_distractor3
"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",air,True,correct_answer
"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",water,False,llama_distractor1
"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",plasma,False,llama_distractor2
"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",smoke,False,llama_distractor3
What navigation technology works on the same principle as echolocation?,sonar,True,correct_answer
What navigation technology works on the same principle as echolocation?,radio waves,False,llama_distractor1
What navigation technology works on the same principle as echolocation?,gps,False,llama_distractor2
What navigation technology works on the same principle as echolocation?,infrared,False,llama_distractor3
A reaction producing heat is what type of reaction?,chemical,True,correct_answer
A reaction producing heat is what type of reaction?,electrical,False,llama_distractor1
A reaction producing heat is what type of reaction?,biological,False,llama_distractor2
A reaction producing heat is what type of reaction?,thermal,False,llama_distractor3
What evolutionary process has adapted protonephridia to different tasks in different environments?,natural selection,True,correct_answer
What evolutionary process has adapted protonephridia to different tasks in different environments?,genetic drift,False,llama_distractor1
What evolutionary process has adapted protonephridia to different tasks in different environments?,genetic engineering,False,llama_distractor2
What evolutionary process has adapted protonephridia to different tasks in different environments?,geological forces,False,llama_distractor3
Some bacteria cannot be cultured because they are obligate intracellular parasites and cannot be grown outside what?,host cell,True,correct_answer
Some bacteria cannot be cultured because they are obligate intracellular parasites and cannot be grown outside what?,glucose,False,llama_distractor1
Some bacteria cannot be cultured because they are obligate intracellular parasites and cannot be grown outside what?,nutrients,False,llama_distractor2
Some bacteria cannot be cultured because they are obligate intracellular parasites and cannot be grown outside what?,antibiotics,False,llama_distractor3
What are living things that produce food for themselves and other organisms called?,producers,True,correct_answer
What are living things that produce food for themselves and other organisms called?,consumes,False,llama_distractor1
What are living things that produce food for themselves and other organisms called?,decomposers,False,llama_distractor2
What are living things that produce food for themselves and other organisms called?,herbivores,False,llama_distractor3
The process in which a gas changes to a liquid is called what?,condensation,True,correct_answer
The process in which a gas changes to a liquid is called what?,literation,False,llama_distractor1
The process in which a gas changes to a liquid is called what?,assimilation,False,llama_distractor2
The process in which a gas changes to a liquid is called what?,evaporation,False,llama_distractor3
What are solids with high melting and boiling points?,ionic compounds,True,correct_answer
What are solids with high melting and boiling points?,empires,False,llama_distractor1
What are solids with high melting and boiling points?,answer1,False,llama_distractor2
What are solids with high melting and boiling points?,answer2,False,llama_distractor3
What kind of cells are polyribosomes found in?,bacterial and eukaryotic,True,correct_answer
What kind of cells are polyribosomes found in?,archaeological,False,llama_distractor1
What kind of cells are polyribosomes found in?,fungal,False,llama_distractor2
What kind of cells are polyribosomes found in?,prokaryotic,False,llama_distractor3
Which gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland?,thyroid,True,correct_answer
Which gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland?,adrenal,False,llama_distractor1
Which gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland?,pancreas,False,llama_distractor2
Which gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland?,parathyroid,False,llama_distractor3
What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,metallurgy,True,correct_answer
What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,geology,False,llama_distractor1
What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,mining,False,llama_distractor2
What term means the set of processes by which metals are extracted from their ores and converted to more useful forms?,refining,False,llama_distractor3
What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,veins,True,correct_answer
What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,щє,False,llama_distractor1
What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,ичні,False,llama_distractor2
What blood-carrying structures contain one-way valves that contribute to the return of blood to the heart?,яinn occluded veins,False,llama_distractor3
What type of components of the biosphere do chemical elements and water pass through during ecosystem recycle?,biotic and abiotic,True,correct_answer
What type of components of the biosphere do chemical elements and water pass through during ecosystem recycle?,atmosphere,False,llama_distractor1
What type of components of the biosphere do chemical elements and water pass through during ecosystem recycle?,geochemical,False,llama_distractor2
What type of components of the biosphere do chemical elements and water pass through during ecosystem recycle?,physical,False,llama_distractor3
"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",vaccine,True,correct_answer
"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",antibiotics,False,llama_distractor1
"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",hormones,False,llama_distractor2
"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",penicillin,False,llama_distractor3
What is the measurement of something along it's greatest dimension called?,length,True,correct_answer
What is the measurement of something along it's greatest dimension called?,width,False,llama_distractor1
What is the measurement of something along it's greatest dimension called?,height,False,llama_distractor2
What is the measurement of something along it's greatest dimension called?,girth,False,llama_distractor3
What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,exocytosis,True,correct_answer
What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,endocytosis,False,llama_distractor1
What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,phagocytosis,False,llama_distractor2
What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,pinocytosis,False,llama_distractor3
"A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?",isolated system,True,correct_answer
"A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?",open system,False,llama_distractor1
"A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?",closed system,False,llama_distractor2
"A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?",closed system,False,llama_distractor3
Collateral ganglia controls organs in which cavity in the body?,abdominal,True,correct_answer
Collateral ganglia controls organs in which cavity in the body?,thoracic,False,llama_distractor1
Collateral ganglia controls organs in which cavity in the body?,cranial,False,llama_distractor2
Collateral ganglia controls organs in which cavity in the body?,cardiac,False,llama_distractor3
A bee will sometimes do a dance to tell other bees in the hive where to find what?,food,True,correct_answer
A bee will sometimes do a dance to tell other bees in the hive where to find what?,water,False,llama_distractor1
A bee will sometimes do a dance to tell other bees in the hive where to find what?,shelter,False,llama_distractor2
A bee will sometimes do a dance to tell other bees in the hive where to find what?,nesting material,False,llama_distractor3
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",rods and cones,True,correct_answer
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",bulbs,False,llama_distractor1
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",sensors,False,llama_distractor2
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",filters,False,llama_distractor3
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",abiotic factors,True,correct_answer
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",small living things,False,llama_distractor1
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",biotic components,False,llama_distractor2
"Temperature, water, soil, and air are examples of nonliving factors of an ecosystem, also termed what?",biotic factors,False,llama_distractor3
Sensory nerves carry nerve impulses from sensory receptors to what system?,central nervous,True,correct_answer
Sensory nerves carry nerve impulses from sensory receptors to what system?, parasympathetic,False,llama_distractor1
Sensory nerves carry nerve impulses from sensory receptors to what system?, sympathetic,False,llama_distractor2
Sensory nerves carry nerve impulses from sensory receptors to what system?, peripheral,False,llama_distractor3
Which kind of muscle regulates air flow in lungs?,smooth,True,correct_answer
Which kind of muscle regulates air flow in lungs?,cartilage,False,llama_distractor1
Which kind of muscle regulates air flow in lungs?,bone,False,llama_distractor2
Which kind of muscle regulates air flow in lungs?,cardiac,False,llama_distractor3
What type of bonds are formed by the side-to-side overlap of p orbitals?,pi bonds,True,correct_answer
What type of bonds are formed by the side-to-side overlap of p orbitals?,sigma bonds,False,llama_distractor1
What type of bonds are formed by the side-to-side overlap of p orbitals?,end-to-end overlap,False,llama_distractor2
What type of bonds are formed by the side-to-side overlap of p orbitals?,single bonds,False,llama_distractor3
"The majority of animals belong to what category, characterized by the lack of a backbone?",invertebrate,True,correct_answer
"The majority of animals belong to what category, characterized by the lack of a backbone?",vertebrate,False,llama_distractor1
"The majority of animals belong to what category, characterized by the lack of a backbone?",plant,False,llama_distractor2
"The majority of animals belong to what category, characterized by the lack of a backbone?",bacteria,False,llama_distractor3
The temperature at which a substance melts is called its what point?,melting,True,correct_answer
The temperature at which a substance melts is called its what point?,freezing,False,llama_distractor1
The temperature at which a substance melts is called its what point?,boiling,False,llama_distractor2
The temperature at which a substance melts is called its what point?,solidification,False,llama_distractor3
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",ovarian,True,correct_answer
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",testicular,False,llama_distractor1
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",germ,False,llama_distractor2
"Oogenesis, which is gametogenesis in females, begins with what type of ste cells?",fetal,False,llama_distractor3
Humans are among the most versatile of mammals with what type of diet?,omnivore,True,correct_answer
Humans are among the most versatile of mammals with what type of diet?,herbivore,False,llama_distractor1
Humans are among the most versatile of mammals with what type of diet?,carnivore,False,llama_distractor2
Humans are among the most versatile of mammals with what type of diet?,vegetarian,False,llama_distractor3
Solute potential is also called osmotic potential because solutes affect the direction of what?,osmosis,True,correct_answer
Solute potential is also called osmotic potential because solutes affect the direction of what?,the electrochemical gradient,False,llama_distractor1
Solute potential is also called osmotic potential because solutes affect the direction of what?,water pressure,False,llama_distractor2
Solute potential is also called osmotic potential because solutes affect the direction of what?,solubility,False,llama_distractor3
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",motion,True,correct_answer
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",acceleration,False,llama_distractor1
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",force,False,llama_distractor2
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",mass,False,llama_distractor3
What is the physical transformation of an insect moving through stages of life?,metamorphosis,True,correct_answer
What is the physical transformation of an insect moving through stages of life?,growth,False,llama_distractor1
What is the physical transformation of an insect moving through stages of life?,development,False,llama_distractor2
What is the physical transformation of an insect moving through stages of life?,transformation,False,llama_distractor3
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",a neutral one,True,correct_answer
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",alkali solution,False,llama_distractor1
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",acidic solution,False,llama_distractor2
"When equal amounts of a strong acid such as hydrochloric acid are mixed with a strong base such as sodium hydroxide, the result is what kind of solution?",basic solution,False,llama_distractor3
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",life cycles,True,correct_answer
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",life cycles,False,llama_distractor1
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",stages,False,llama_distractor2
"Fungi, such as black bread mold (rhizopus nigricans), have haploid-dominant what?",phases,False,llama_distractor3
The electrode at which oxidation occurs is called?,the anode,True,correct_answer
The electrode at which oxidation occurs is called?, the cathode,False,llama_distractor1
The electrode at which oxidation occurs is called?, the electrolyte,False,llama_distractor2
The electrode at which oxidation occurs is called?, the half-cell,False,llama_distractor3
There are about 6200 known species of what?,amphibians,True,correct_answer
There are about 6200 known species of what?,reptiles,False,llama_distractor1
There are about 6200 known species of what?,fish,False,llama_distractor2
There are about 6200 known species of what?,mammals,False,llama_distractor3
What is required to move or change matter from one state to another?,energy,True,correct_answer
What is required to move or change matter from one state to another?,salt,False,llama_distractor1
What is required to move or change matter from one state to another?,water,False,llama_distractor2
What is required to move or change matter from one state to another?,oxygen,False,llama_distractor3
A food web can be broken up into what further subdivision that usually has a few links in it?,food chain,True,correct_answer
A food web can be broken up into what further subdivision that usually has a few links in it?,food pyramid,False,llama_distractor1
A food web can be broken up into what further subdivision that usually has a few links in it?,food network,False,llama_distractor2
A food web can be broken up into what further subdivision that usually has a few links in it?,food cycle,False,llama_distractor3
What contains positive protons and neutral neutrons?,nucleus,True,correct_answer
What contains positive protons and neutral neutrons?,electrons,False,llama_distractor1
What contains positive protons and neutral neutrons?,protons,False,llama_distractor2
What contains positive protons and neutral neutrons?,atom,False,llama_distractor3
"Horny ridges on the jaws serve the same function as what, for turtles?",teeth,True,correct_answer
"Horny ridges on the jaws serve the same function as what, for turtles?",spines,False,llama_distractor1
"Horny ridges on the jaws serve the same function as what, for turtles?",claws,False,llama_distractor2
"Horny ridges on the jaws serve the same function as what, for turtles?",fangs,False,llama_distractor3
Natural gas is the predominately made up of?,methane,True,correct_answer
Natural gas is the predominately made up of?,ether,False,llama_distractor1
Natural gas is the predominately made up of?,propane,False,llama_distractor2
Natural gas is the predominately made up of?,butane,False,llama_distractor3
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",kidneys,True,correct_answer
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",kidney stones,False,llama_distractor1
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",liver,False,llama_distractor2
"Which  organs control the amount of water, ions, and other substances in the blood by excreting more or less of them in urine?",pancreas,False,llama_distractor3
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,one mole,True,correct_answer
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,12 grams,False,llama_distractor1
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,12 atoms,False,llama_distractor2
What unit of measurement is defined to be the number of atoms in 12g of carbon-12?,12 amu,False,llama_distractor3
What involves sensing and focusing light from people and objects?,vision,True,correct_answer
What involves sensing and focusing light from people and objects?,safety,False,llama_distractor1
What involves sensing and focusing light from people and objects?,hearing aid technology,False,llama_distractor2
What involves sensing and focusing light from people and objects?,conjuring,False,llama_distractor3
