question,option,is_correct,source
What type of bonds are formed between atoms sharing electrons?,covalent,True,correct_answer
What type of bonds are formed between atoms sharing electrons?,neutron bonds,False,original_distractor1
What type of bonds are formed between atoms sharing electrons?,hydroxyl,False,original_distractor2
What type of bonds are formed between atoms sharing electrons?,ionic,False,original_distractor3
An individual virus is called what?,a virion,True,correct_answer
An individual virus is called what?,a toxin,False,original_distractor1
An individual virus is called what?,a polymer,False,original_distractor2
An individual virus is called what?,a pathogen,False,original_distractor3
What type of particle collides with an atom of u-235 during the basic nuclear fission process?,a neutron,True,correct_answer
What type of particle collides with an atom of u-235 during the basic nuclear fission process?,an electron,False,original_distractor1
What type of particle collides with an atom of u-235 during the basic nuclear fission process?,a nuclei,False,original_distractor2
What type of particle collides with an atom of u-235 during the basic nuclear fission process?,a proton,False,original_distractor3
"Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?",arthropods,True,correct_answer
"Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?",insects,False,original_distractor1
"Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?",crustaceans,False,original_distractor2
"Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?",cephalopods,False,original_distractor3
How many ways are there for a species to go extinct?,two,True,correct_answer
How many ways are there for a species to go extinct?,four,False,original_distractor1
How many ways are there for a species to go extinct?,eight,False,original_distractor2
How many ways are there for a species to go extinct?,Ten,False,original_distractor3
The skin disease impetigo is caused by spread of what type of microorganism?,bacteria,True,correct_answer
The skin disease impetigo is caused by spread of what type of microorganism?,viruses,False,original_distractor1
The skin disease impetigo is caused by spread of what type of microorganism?,tumors,False,original_distractor2
The skin disease impetigo is caused by spread of what type of microorganism?,algae,False,original_distractor3
What cycle is part of cellular respiration and makes atp and naph?,krebs,True,correct_answer
What cycle is part of cellular respiration and makes atp and naph?,vireos,False,original_distractor1
What cycle is part of cellular respiration and makes atp and naph?,water cycle,False,original_distractor2
What cycle is part of cellular respiration and makes atp and naph?,carbon cycle,False,original_distractor3
What type of mechanical weathering occurs when one rock bumps against another rock?,abrasion,True,correct_answer
What type of mechanical weathering occurs when one rock bumps against another rock?,absorption,False,original_distractor1
What type of mechanical weathering occurs when one rock bumps against another rock?,refraction,False,original_distractor2
What type of mechanical weathering occurs when one rock bumps against another rock?,disintegration,False,original_distractor3
What kind of hormones serve many functions in addition to promoting gamete production?,sex hormones,True,correct_answer
What kind of hormones serve many functions in addition to promoting gamete production?,Multifaceted hormones,False,original_distractor1
What kind of hormones serve many functions in addition to promoting gamete production?,reflection hormones,False,original_distractor2
What kind of hormones serve many functions in addition to promoting gamete production?,Utility hormones,False,original_distractor3
"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",homologous,True,correct_answer
"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",opposite,False,original_distractor1
"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",symbiotic,False,original_distractor2
"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",mutual,False,original_distractor3
How frequently do high tides occur?,every 12 hours,True,correct_answer
How frequently do high tides occur?,Every 96 hours,False,original_distractor1
How frequently do high tides occur?,Every 24 hours,False,original_distractor2
How frequently do high tides occur?,Every 48 hours,False,original_distractor3
What phase does the cell make final preparations to divide?,growth phase 2,True,correct_answer
What phase does the cell make final preparations to divide?,growth phase 1,False,original_distractor1
What phase does the cell make final preparations to divide?,carbonate phase 2,False,original_distractor2
What phase does the cell make final preparations to divide?,dioxide phase 2,False,original_distractor3
How do multicellular organisms grow in size?,increase size and number of cells,True,correct_answer
How do multicellular organisms grow in size?,reduce size and number of cells,False,original_distractor1
How do multicellular organisms grow in size?,increase number of limbs,False,original_distractor2
How do multicellular organisms grow in size?,increase size and number of genes,False,original_distractor3
Who wrote the book on the origin of species?,darwin,True,correct_answer
Who wrote the book on the origin of species?,Scopes,False,original_distractor1
Who wrote the book on the origin of species?,Sagan,False,original_distractor2
Who wrote the book on the origin of species?,cannon,False,original_distractor3
What is considered a good source of calcium?,milk,True,correct_answer
What is considered a good source of calcium?,wheat,False,original_distractor1
What is considered a good source of calcium?,egg,False,original_distractor2
What is considered a good source of calcium?,corn,False,original_distractor3
"What nervous system is divided into two parts, the sensory division and the motor division?",peripheral,True,correct_answer
"What nervous system is divided into two parts, the sensory division and the motor division?",physiological,False,original_distractor1
"What nervous system is divided into two parts, the sensory division and the motor division?",developmental,False,original_distractor2
"What nervous system is divided into two parts, the sensory division and the motor division?",central,False,original_distractor3
"When mendel crossed purple flowered-plants and white flowered-plants, all the offspring had what color flowers?",purple,True,correct_answer
"When mendel crossed purple flowered-plants and white flowered-plants, all the offspring had what color flowers?",blue,False,original_distractor1
"When mendel crossed purple flowered-plants and white flowered-plants, all the offspring had what color flowers?",red,False,original_distractor2
"When mendel crossed purple flowered-plants and white flowered-plants, all the offspring had what color flowers?",yellow,False,original_distractor3
"When statoliths settle to the low point in the chamber, they stimulate what in that location?",mechanoreceptors,True,correct_answer
"When statoliths settle to the low point in the chamber, they stimulate what in that location?",dendrites,False,original_distractor1
"When statoliths settle to the low point in the chamber, they stimulate what in that location?",axons,False,original_distractor2
"When statoliths settle to the low point in the chamber, they stimulate what in that location?",nociceptors,False,original_distractor3
The goal of this is the understand how and why things happen?,science,True,correct_answer
The goal of this is the understand how and why things happen?,experience,False,original_distractor1
The goal of this is the understand how and why things happen?,inquiry,False,original_distractor2
The goal of this is the understand how and why things happen?,theory,False,original_distractor3
"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",bacteria,True,correct_answer
"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",cultures,False,original_distractor1
"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",pathogens,False,original_distractor2
"What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?",algae,False,original_distractor3
"Breathing involves differences in what, measured in torr, between the inside of the lungs and the air outside?",pressure,True,correct_answer
"Breathing involves differences in what, measured in torr, between the inside of the lungs and the air outside?",temperature,False,original_distractor1
"Breathing involves differences in what, measured in torr, between the inside of the lungs and the air outside?",gravity,False,original_distractor2
"Breathing involves differences in what, measured in torr, between the inside of the lungs and the air outside?",resistance,False,original_distractor3
Gymnamoebas constitute a large and varied group of what?,amoebozoans,True,correct_answer
Gymnamoebas constitute a large and varied group of what?,newborns,False,original_distractor1
Gymnamoebas constitute a large and varied group of what?,cells,False,original_distractor2
Gymnamoebas constitute a large and varied group of what?,sporozoans,False,original_distractor3
Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?,cardiovascular,True,correct_answer
Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?,nervous,False,original_distractor1
Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?,cardiac,False,original_distractor2
Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?,gastrointestinal,False,original_distractor3
"In weather terms, what do you call the boundary between two air masses?",front,True,correct_answer
"In weather terms, what do you call the boundary between two air masses?",cloud,False,original_distractor1
"In weather terms, what do you call the boundary between two air masses?",mass,False,original_distractor2
"In weather terms, what do you call the boundary between two air masses?",cover,False,original_distractor3
What process takes place when plants release water vapor through pores in their leaves called stomata?,transpiration,True,correct_answer
What process takes place when plants release water vapor through pores in their leaves called stomata?,evaporation,False,original_distractor1
What process takes place when plants release water vapor through pores in their leaves called stomata?,expiration,False,original_distractor2
What process takes place when plants release water vapor through pores in their leaves called stomata?,propagation,False,original_distractor3
Most hydrogen atoms have how many protons?,one,True,correct_answer
Most hydrogen atoms have how many protons?,two,False,original_distractor1
Most hydrogen atoms have how many protons?,three,False,original_distractor2
Most hydrogen atoms have how many protons?,four,False,original_distractor3
How many viruses that can cause cancer in humans have been identified by scientists?,6,True,correct_answer
How many viruses that can cause cancer in humans have been identified by scientists?,4,False,original_distractor1
How many viruses that can cause cancer in humans have been identified by scientists?,3,False,original_distractor2
How many viruses that can cause cancer in humans have been identified by scientists?,1,False,original_distractor3
What is utilized to analyze simple mendelian inheritance?,pedigree,True,correct_answer
What is utilized to analyze simple mendelian inheritance?,origins,False,original_distractor1
What is utilized to analyze simple mendelian inheritance?,dna,False,original_distractor2
What is utilized to analyze simple mendelian inheritance?,trait,False,original_distractor3
What is the only animal phyla that does not consist exclusively of invertebrates?,chordates,True,correct_answer
What is the only animal phyla that does not consist exclusively of invertebrates?,arthropods,False,original_distractor1
What is the only animal phyla that does not consist exclusively of invertebrates?,bacteria,False,original_distractor2
What is the only animal phyla that does not consist exclusively of invertebrates?,eukaryotes,False,original_distractor3
Soap acts as what kind of agent between grease and water?,emulsifying,True,correct_answer
Soap acts as what kind of agent between grease and water?,lubricating,False,original_distractor1
Soap acts as what kind of agent between grease and water?,codifying,False,original_distractor2
Soap acts as what kind of agent between grease and water?,sterilizing,False,original_distractor3
The nucleus from a differentiated frog cell can direct development of what?,tadpole,True,correct_answer
The nucleus from a differentiated frog cell can direct development of what?,embryo,False,original_distractor1
The nucleus from a differentiated frog cell can direct development of what?,fetus,False,original_distractor2
The nucleus from a differentiated frog cell can direct development of what?,ovary,False,original_distractor3
"In a few species, chloroplast genes are inherited only from what?",sperm,True,correct_answer
"In a few species, chloroplast genes are inherited only from what?",mothers,False,original_distractor1
"In a few species, chloroplast genes are inherited only from what?",siblings,False,original_distractor2
"In a few species, chloroplast genes are inherited only from what?",eggs,False,original_distractor3
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,chemiosmosis,True,correct_answer
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,oxidation,False,original_distractor1
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,respiration,False,original_distractor2
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,fertilization,False,original_distractor3
The cell membrane consists of two layers of what?,phospholipids,True,correct_answer
The cell membrane consists of two layers of what?,chlorophyll,False,original_distractor1
The cell membrane consists of two layers of what?,epidermis,False,original_distractor2
The cell membrane consists of two layers of what?,filaments,False,original_distractor3
What is an adaptation?,favorable trait,True,correct_answer
What is an adaptation?,harmful mutation,False,original_distractor1
What is an adaptation?,unfavorable trait,False,original_distractor2
What is an adaptation?,inherited gene,False,original_distractor3
Where fossils of the genus eomaia found?,china,True,correct_answer
Where fossils of the genus eomaia found?,Japan,False,original_distractor1
Where fossils of the genus eomaia found?,Egypt,False,original_distractor2
Where fossils of the genus eomaia found?,India,False,original_distractor3
By exploding what the space probes get separated from their launchers?,bolts,True,correct_answer
By exploding what the space probes get separated from their launchers?,frames,False,original_distractor1
By exploding what the space probes get separated from their launchers?,doors,False,original_distractor2
By exploding what the space probes get separated from their launchers?,walls,False,original_distractor3
What is the energy that matter possesses because of its location or structure?,potential energy,True,correct_answer
What is the energy that matter possesses because of its location or structure?,kinetic energy,False,original_distractor1
What is the energy that matter possesses because of its location or structure?,mechanical energy,False,original_distractor2
What is the energy that matter possesses because of its location or structure?,thermal energy,False,original_distractor3
What is the term for the relatively stable state inside the body of an animal?,homeostasis,True,correct_answer
What is the term for the relatively stable state inside the body of an animal?,metabolism,False,original_distractor1
What is the term for the relatively stable state inside the body of an animal?,dormancy,False,original_distractor2
What is the term for the relatively stable state inside the body of an animal?,consciousness,False,original_distractor3
What is the middle layer of connective tissue called?,perimysium,True,correct_answer
What is the middle layer of connective tissue called?,tendon,False,original_distractor1
What is the middle layer of connective tissue called?,xerophyte,False,original_distractor2
What is the middle layer of connective tissue called?,pollenation,False,original_distractor3
Reversible reactions are indicated by what kinds of arrows?,opposite-headed,True,correct_answer
Reversible reactions are indicated by what kinds of arrows?,double-headed,False,original_distractor1
Reversible reactions are indicated by what kinds of arrows?,resonance arrows,False,original_distractor2
Reversible reactions are indicated by what kinds of arrows?,equilibrium arrows,False,original_distractor3
Downhill skiiers gain little advantage from a running start because the initial kinetic energy is small compared with the gain in what other energy form?,gravitational potential energy,True,correct_answer
Downhill skiiers gain little advantage from a running start because the initial kinetic energy is small compared with the gain in what other energy form?,gravitational kinetic energy,False,original_distractor1
Downhill skiiers gain little advantage from a running start because the initial kinetic energy is small compared with the gain in what other energy form?,chemical energy,False,original_distractor2
Downhill skiiers gain little advantage from a running start because the initial kinetic energy is small compared with the gain in what other energy form?,thermal energy,False,original_distractor3
Population size is the number of what in a population?,individuals,True,correct_answer
Population size is the number of what in a population?,humans,False,original_distractor1
Population size is the number of what in a population?,subdivisions,False,original_distractor2
Population size is the number of what in a population?,proteins,False,original_distractor3
Which sphincter is located at the stomach end of the esophagus and opens to allow the bolus to enter the stomach?,gastro-esophageal sphincter,True,correct_answer
Which sphincter is located at the stomach end of the esophagus and opens to allow the bolus to enter the stomach?,pupillary sphincter,False,original_distractor1
Which sphincter is located at the stomach end of the esophagus and opens to allow the bolus to enter the stomach?,pyloric sphincter,False,original_distractor2
Which sphincter is located at the stomach end of the esophagus and opens to allow the bolus to enter the stomach?,urethral sphincter,False,original_distractor3
What adaptation helps prey hide and predators sneak up on prey?,camouflage,True,correct_answer
What adaptation helps prey hide and predators sneak up on prey?,scent,False,original_distractor1
What adaptation helps prey hide and predators sneak up on prey?,claws,False,original_distractor2
What adaptation helps prey hide and predators sneak up on prey?,variation,False,original_distractor3
Bursitis is the inflammation of a bursa near what?,joint,True,correct_answer
Bursitis is the inflammation of a bursa near what?,brain stem,False,original_distractor1
Bursitis is the inflammation of a bursa near what?,lung,False,original_distractor2
Bursitis is the inflammation of a bursa near what?,muscle,False,original_distractor3
What is one thing that cell membranes are permeable to?,specific ions,True,correct_answer
What is one thing that cell membranes are permeable to?,nutrients,False,original_distractor1
What is one thing that cell membranes are permeable to?,gas,False,original_distractor2
What is one thing that cell membranes are permeable to?,metals,False,original_distractor3
What kind of a process is corrosion?,galvanic,True,correct_answer
What kind of a process is corrosion?,electrolysis,False,original_distractor1
What kind of a process is corrosion?,oxidation,False,original_distractor2
What kind of a process is corrosion?,electromagnetic,False,original_distractor3
What is equal to the angular acceleration multiplied by the radius of the rotating object?,linear acceleration,True,correct_answer
What is equal to the angular acceleration multiplied by the radius of the rotating object?,equilibrium,False,original_distractor1
What is equal to the angular acceleration multiplied by the radius of the rotating object?,peak velocity,False,original_distractor2
What is equal to the angular acceleration multiplied by the radius of the rotating object?,momentum,False,original_distractor3
What is the membrane lining the back of the eye called?,retina,True,correct_answer
What is the membrane lining the back of the eye called?,lens,False,original_distractor1
What is the membrane lining the back of the eye called?,cornea,False,original_distractor2
What is the membrane lining the back of the eye called?,aperture,False,original_distractor3
Animals breath in air in order to obtain what element?,oxygen,True,correct_answer
Animals breath in air in order to obtain what element?,water,False,original_distractor1
Animals breath in air in order to obtain what element?,nitrogen,False,original_distractor2
Animals breath in air in order to obtain what element?,carbon,False,original_distractor3
Monomers of condensation polymers must contain how many functional groups so that each monomer can link up with two other monomers?,two,True,correct_answer
Monomers of condensation polymers must contain how many functional groups so that each monomer can link up with two other monomers?,three,False,original_distractor1
Monomers of condensation polymers must contain how many functional groups so that each monomer can link up with two other monomers?,four,False,original_distractor2
Monomers of condensation polymers must contain how many functional groups so that each monomer can link up with two other monomers?,one,False,original_distractor3
What is the name of the skull that covers the brain and protects it?,the cranium,True,correct_answer
What is the name of the skull that covers the brain and protects it?,cerebrum,False,original_distractor1
What is the name of the skull that covers the brain and protects it?,Nasal bone,False,original_distractor2
What is the name of the skull that covers the brain and protects it?,mandible,False,original_distractor3
Silk and cotton are examples of what kind of fiber?,natural,True,correct_answer
Silk and cotton are examples of what kind of fiber?,pure,False,original_distractor1
Silk and cotton are examples of what kind of fiber?,artificial,False,original_distractor2
Silk and cotton are examples of what kind of fiber?,simple,False,original_distractor3
Reacting with metal is one thing that distinguishes acids from what?,bases,True,correct_answer
Reacting with metal is one thing that distinguishes acids from what?,metals,False,original_distractor1
Reacting with metal is one thing that distinguishes acids from what?,minerals,False,original_distractor2
Reacting with metal is one thing that distinguishes acids from what?,protiens,False,original_distractor3
What happens to light when it passed from air to water?,it bends,True,correct_answer
What happens to light when it passed from air to water?,it contracts,False,original_distractor1
What happens to light when it passed from air to water?,it brightens,False,original_distractor2
What happens to light when it passed from air to water?,it speeds up,False,original_distractor3
The basic voltaic cell variations are the dry cell and the what?,lead storage battery,True,correct_answer
The basic voltaic cell variations are the dry cell and the what?,lead flood battery,False,original_distractor1
The basic voltaic cell variations are the dry cell and the what?,positive terminal,False,original_distractor2
The basic voltaic cell variations are the dry cell and the what?,lead electricity battery,False,original_distractor3
"In a solution, what is the substance present in the lesser amount called?",solute,True,correct_answer
"In a solution, what is the substance present in the lesser amount called?",molecules,False,original_distractor1
"In a solution, what is the substance present in the lesser amount called?",compound,False,original_distractor2
"In a solution, what is the substance present in the lesser amount called?",fluids,False,original_distractor3
A cochlear implant aims to restore loss of what sense?,hearing,True,correct_answer
A cochlear implant aims to restore loss of what sense?,vision,False,original_distractor1
A cochlear implant aims to restore loss of what sense?,touch,False,original_distractor2
A cochlear implant aims to restore loss of what sense?,taste,False,original_distractor3
In which constellation is the helix nebula located?,aquarius,True,correct_answer
In which constellation is the helix nebula located?,prometheus,False,original_distractor1
In which constellation is the helix nebula located?,zodiac,False,original_distractor2
In which constellation is the helix nebula located?,gemini,False,original_distractor3
The chains in cellulose stack in parallel rows held together by hydrogen bonds between which groups?,hydroxl groups,True,correct_answer
The chains in cellulose stack in parallel rows held together by hydrogen bonds between which groups?,disc groups,False,original_distractor1
The chains in cellulose stack in parallel rows held together by hydrogen bonds between which groups?,carbon groups,False,original_distractor2
The chains in cellulose stack in parallel rows held together by hydrogen bonds between which groups?,soda groups,False,original_distractor3
"The small, rocky bodies that orbit the sun are called what?",asteroids,True,correct_answer
"The small, rocky bodies that orbit the sun are called what?",comets,False,original_distractor1
"The small, rocky bodies that orbit the sun are called what?",meteorites,False,original_distractor2
"The small, rocky bodies that orbit the sun are called what?",fossils,False,original_distractor3
Water is used by the plant to move materials up from the roots to make what?,food,True,correct_answer
Water is used by the plant to move materials up from the roots to make what?,light,False,original_distractor1
Water is used by the plant to move materials up from the roots to make what?,chlorophyll,False,original_distractor2
Water is used by the plant to move materials up from the roots to make what?,fruit,False,original_distractor3
"Magnets have a ""north"" and a ""south"" what?",pole,True,correct_answer
"Magnets have a ""north"" and a ""south"" what?",arch,False,original_distractor1
"Magnets have a ""north"" and a ""south"" what?",grid,False,original_distractor2
"Magnets have a ""north"" and a ""south"" what?",temperature,False,original_distractor3
"Exemplified by organisms that grow in geysers, hyperthermophiles ""love"" what?",heat,True,correct_answer
"Exemplified by organisms that grow in geysers, hyperthermophiles ""love"" what?",humidity,False,original_distractor1
"Exemplified by organisms that grow in geysers, hyperthermophiles ""love"" what?",cold,False,original_distractor2
"Exemplified by organisms that grow in geysers, hyperthermophiles ""love"" what?",rainfall,False,original_distractor3
What is the term for the multi-phase process in which the nucleus of the cell divides?,mitosis,True,correct_answer
What is the term for the multi-phase process in which the nucleus of the cell divides?,cytokinesis,False,original_distractor1
What is the term for the multi-phase process in which the nucleus of the cell divides?,mutation,False,original_distractor2
What is the term for the multi-phase process in which the nucleus of the cell divides?,epistasis,False,original_distractor3
"Fungi often make specialized reproductive structures, such as what?",mushrooms,True,correct_answer
"Fungi often make specialized reproductive structures, such as what?",pieces,False,original_distractor1
"Fungi often make specialized reproductive structures, such as what?",Fungus,False,original_distractor2
"Fungi often make specialized reproductive structures, such as what?",herbs,False,original_distractor3
"Inside female cones, female spores develop into female what?",gametophytes,True,correct_answer
"Inside female cones, female spores develop into female what?",gymnosperms,False,original_distractor1
"Inside female cones, female spores develop into female what?",filaments,False,original_distractor2
"Inside female cones, female spores develop into female what?",tubules,False,original_distractor3
What is the name of the molecule which has one carbon and four hydrogen atoms?,methane,True,correct_answer
What is the name of the molecule which has one carbon and four hydrogen atoms?,carbohydrate,False,original_distractor1
What is the name of the molecule which has one carbon and four hydrogen atoms?,sulfur,False,original_distractor2
What is the name of the molecule which has one carbon and four hydrogen atoms?,carbon monoxide,False,original_distractor3
"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",oxygen,True,correct_answer
"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",nitrogen,False,original_distractor1
"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",carbon dioxide,False,original_distractor2
"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",methane,False,original_distractor3
"What living creatures comprise the ""rainforests of the oceans""?",coral reefs,True,correct_answer
"What living creatures comprise the ""rainforests of the oceans""?",kelp,False,original_distractor1
"What living creatures comprise the ""rainforests of the oceans""?",krill,False,original_distractor2
"What living creatures comprise the ""rainforests of the oceans""?",algae,False,original_distractor3
What type of reactions absorb heat from their surroundings?,endothermic,True,correct_answer
What type of reactions absorb heat from their surroundings?,geothermic,False,original_distractor1
What type of reactions absorb heat from their surroundings?,hypothermic,False,original_distractor2
What type of reactions absorb heat from their surroundings?,exothermic,False,original_distractor3
"Two significant parts of the heat include the atrium and its counterpart, which is what?",ventricle,True,correct_answer
"Two significant parts of the heat include the atrium and its counterpart, which is what?",cells,False,original_distractor1
"Two significant parts of the heat include the atrium and its counterpart, which is what?",skeletal,False,original_distractor2
"Two significant parts of the heat include the atrium and its counterpart, which is what?",valve,False,original_distractor3
Bigger ocean waves and waves that carry more sediment cause a greater extent of what?,erosion,True,correct_answer
Bigger ocean waves and waves that carry more sediment cause a greater extent of what?,drowning,False,original_distractor1
Bigger ocean waves and waves that carry more sediment cause a greater extent of what?,silt,False,original_distractor2
Bigger ocean waves and waves that carry more sediment cause a greater extent of what?,sand dunes,False,original_distractor3
"Which science is an extension of genetics, evolution, anatomy, physiology, and other biological disciplines?",ethology,True,correct_answer
"Which science is an extension of genetics, evolution, anatomy, physiology, and other biological disciplines?",microbiology,False,original_distractor1
"Which science is an extension of genetics, evolution, anatomy, physiology, and other biological disciplines?",neurobiology,False,original_distractor2
"Which science is an extension of genetics, evolution, anatomy, physiology, and other biological disciplines?",chronology,False,original_distractor3
What are catalysts in living things called?,enzymes,True,correct_answer
What are catalysts in living things called?,proteins,False,original_distractor1
What are catalysts in living things called?,carbohydrates,False,original_distractor2
What are catalysts in living things called?,carbohydrates,False,original_distractor3
What is part of a large fungus that lives underground?,mushroom,True,correct_answer
What is part of a large fungus that lives underground?,bamboo,False,original_distractor1
What is part of a large fungus that lives underground?,mold,False,original_distractor2
What is part of a large fungus that lives underground?,bark,False,original_distractor3
"When sediments settle out of water, what do they form?",horizontal layers,True,correct_answer
"When sediments settle out of water, what do they form?",separated layers,False,original_distractor1
"When sediments settle out of water, what do they form?",erosion,False,original_distractor2
"When sediments settle out of water, what do they form?",magnetic layers,False,original_distractor3
"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",the cochlea,True,correct_answer
"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",ear canal,False,original_distractor1
"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",hammer,False,original_distractor2
"In the inner ear, the vibrations are changed to electrical signals by hair cells lining what?",ear lobe,False,original_distractor3
What causes cells to divide if cytokinins are added to it?,auxin,True,correct_answer
What causes cells to divide if cytokinins are added to it?,osmosis,False,original_distractor1
What causes cells to divide if cytokinins are added to it?,apoptosis,False,original_distractor2
What causes cells to divide if cytokinins are added to it?,hyptoxin,False,original_distractor3
Algae produce food using what process?,photosynthesis,True,correct_answer
Algae produce food using what process?,glycolysis,False,original_distractor1
Algae produce food using what process?,cellular respiration,False,original_distractor2
Algae produce food using what process?,spermatogenesis,False,original_distractor3
What term is used to describe organic compounds such as sugars and starches?,carbohydrates,True,correct_answer
What term is used to describe organic compounds such as sugars and starches?,fats,False,original_distractor1
What term is used to describe organic compounds such as sugars and starches?,proteins,False,original_distractor2
What term is used to describe organic compounds such as sugars and starches?,vegetables,False,original_distractor3
What indicates horizontal distance and are also found on the map legend?,scales,True,correct_answer
What indicates horizontal distance and are also found on the map legend?,spikes,False,original_distractor1
What indicates horizontal distance and are also found on the map legend?,edges,False,original_distractor2
What indicates horizontal distance and are also found on the map legend?,variations,False,original_distractor3
The feeding positions in a food chain or web are called?,trophic levels,True,correct_answer
The feeding positions in a food chain or web are called?,secondary levels,False,original_distractor1
The feeding positions in a food chain or web are called?,producer levels,False,original_distractor2
The feeding positions in a food chain or web are called?,consumer levels,False,original_distractor3
Parasites infect the host's what?,red blood cells,True,correct_answer
Parasites infect the host's what?,platelets,False,original_distractor1
Parasites infect the host's what?,plasma,False,original_distractor2
Parasites infect the host's what?,white blood cells,False,original_distractor3
Earthquakes cause longitudinal waves as well as which other waves?,transverse,True,correct_answer
Earthquakes cause longitudinal waves as well as which other waves?,aural,False,original_distractor1
Earthquakes cause longitudinal waves as well as which other waves?,irregular,False,original_distractor2
Earthquakes cause longitudinal waves as well as which other waves?,electromagnetic,False,original_distractor3
How does the water cycle end?,it repeats itself,True,correct_answer
How does the water cycle end?,ocean evaporation,False,original_distractor1
How does the water cycle end?,freezing glaciers,False,original_distractor2
How does the water cycle end?,cloud precipitation,False,original_distractor3
Light travels more quickly in air than what?,water,True,correct_answer
Light travels more quickly in air than what?,earth,False,original_distractor1
Light travels more quickly in air than what?,glass,False,original_distractor2
Light travels more quickly in air than what?,metal,False,original_distractor3
What is the general name for a group of atoms derived from an alkane?,alkyl group,True,correct_answer
What is the general name for a group of atoms derived from an alkane?,anode group,False,original_distractor1
What is the general name for a group of atoms derived from an alkane?,oxidation group,False,original_distractor2
What is the general name for a group of atoms derived from an alkane?,acid group,False,original_distractor3
What are most cells surrounded by?,water,True,correct_answer
What are most cells surrounded by?,fat,False,original_distractor1
What are most cells surrounded by?,lipids,False,original_distractor2
What are most cells surrounded by?,air,False,original_distractor3
What is the term for materials that have both a defined shape and a defined volume?,solids,True,correct_answer
What is the term for materials that have both a defined shape and a defined volume?,liquids,False,original_distractor1
What is the term for materials that have both a defined shape and a defined volume?,matter,False,original_distractor2
What is the term for materials that have both a defined shape and a defined volume?,gases,False,original_distractor3
What is the radioactive process used in nuclear power plants and one type of nuclear bomb?,fission,True,correct_answer
What is the radioactive process used in nuclear power plants and one type of nuclear bomb?,fusion,False,original_distractor1
What is the radioactive process used in nuclear power plants and one type of nuclear bomb?,radiation,False,original_distractor2
What is the radioactive process used in nuclear power plants and one type of nuclear bomb?,decay,False,original_distractor3
Where does a crossover occur on a chromosome?,at different locations,True,correct_answer
Where does a crossover occur on a chromosome?,at no locations,False,original_distractor1
Where does a crossover occur on a chromosome?,at one-two locations,False,original_distractor2
Where does a crossover occur on a chromosome?,at the same location,False,original_distractor3
What are the biggest groups of stars called?,galaxies,True,correct_answer
What are the biggest groups of stars called?,cells,False,original_distractor1
What are the biggest groups of stars called?,novas,False,original_distractor2
What are the biggest groups of stars called?,orbits,False,original_distractor3
What type of energy is produced when two objects move together?,mechanical,True,correct_answer
What type of energy is produced when two objects move together?,internal,False,original_distractor1
What type of energy is produced when two objects move together?,kinetic,False,original_distractor2
What type of energy is produced when two objects move together?,fluid,False,original_distractor3
What is the mechanism by which favorable traits become more common in organisms over the course of generations?,natural selection,True,correct_answer
What is the mechanism by which favorable traits become more common in organisms over the course of generations?,evolution,False,original_distractor1
What is the mechanism by which favorable traits become more common in organisms over the course of generations?,environmental selection,False,original_distractor2
What is the mechanism by which favorable traits become more common in organisms over the course of generations?,birth,False,original_distractor3
What are the structural and functional units of the kidneys?,nephrons,True,correct_answer
What are the structural and functional units of the kidneys?,interneurons,False,original_distractor1
What are the structural and functional units of the kidneys?,fat cells,False,original_distractor2
What are the structural and functional units of the kidneys?,dendrites,False,original_distractor3
The gap between two dna fragments is sealed by what?,by dna ligase,True,correct_answer
The gap between two dna fragments is sealed by what?,reductase,False,original_distractor1
The gap between two dna fragments is sealed by what?,rna ligase,False,original_distractor2
